Time,State,Mobility_Type,Q_Observed,Q_V_Shape,Q_Exp,Q_DQQ
6,New Mexico,transit_stations_percent_change_from_baseline,-16.11309524,-12.24415247,-16.98966209,-9.736260623
7,New Mexico,transit_stations_percent_change_from_baseline,-18.74801587,-14.28484455,-19.44246762,-12.57253598
8,New Mexico,transit_stations_percent_change_from_baseline,-21.76388889,-16.32553663,-21.68159009,-15.53363518
9,New Mexico,transit_stations_percent_change_from_baseline,-24.60515873,-18.36622871,-23.72564508,-18.53634234
10,New Mexico,transit_stations_percent_change_from_baseline,-27.25595238,-20.40692079,-25.59162646,-21.49744155
11,New Mexico,transit_stations_percent_change_from_baseline,-29.7797619,-22.44761287,-27.2950476,-24.3337169
12,New Mexico,transit_stations_percent_change_from_baseline,-31.54761905,-24.48830495,-28.85007041,-26.9619525
13,New Mexico,transit_stations_percent_change_from_baseline,-32.51587302,-26.52899702,-30.26962302,-29.29893243
14,New Mexico,transit_stations_percent_change_from_baseline,-31.86507937,-28.5696891,-31.5655073,-31.2614408
15,New Mexico,transit_stations_percent_change_from_baseline,-31.21428571,-30.61038118,-32.74849696,-32.76626171
16,New Mexico,transit_stations_percent_change_from_baseline,-30.61111111,-32.65107326,-33.82842714,-33.73017925
17,New Mexico,transit_stations_percent_change_from_baseline,-29.5,-34.69176534,-34.81427616,-34.06997752
18,New Mexico,transit_stations_percent_change_from_baseline,-28.5952381,-34.51990868,-34.5808258,-34.0646329
19,New Mexico,transit_stations_percent_change_from_baseline,-28.57142857,-34.34805201,-34.34955805,-34.04875508
20,New Mexico,transit_stations_percent_change_from_baseline,-28.20634921,-34.17619535,-34.12045249,-34.02257814
21,New Mexico,transit_stations_percent_change_from_baseline,-28.92063492,-34.00433869,-33.89348891,-33.98633614
22,New Mexico,transit_stations_percent_change_from_baseline,-29.77777778,-33.83248203,-33.66864729,-33.94026316
23,New Mexico,transit_stations_percent_change_from_baseline,-30.3968254,-33.66062536,-33.44590778,-33.88459327
24,New Mexico,transit_stations_percent_change_from_baseline,-31.57142857,-33.4887687,-33.22525074,-33.81956053
25,New Mexico,transit_stations_percent_change_from_baseline,-32.55555556,-33.31691204,-33.00665669,-33.74539903
26,New Mexico,transit_stations_percent_change_from_baseline,-34.29365079,-33.14505538,-32.79010634,-33.66234283
27,New Mexico,transit_stations_percent_change_from_baseline,-35.68888889,-32.97319871,-32.57558059,-33.57062599
28,New Mexico,transit_stations_percent_change_from_baseline,-36.53015873,-32.80134205,-32.36306051,-33.47048261
29,New Mexico,transit_stations_percent_change_from_baseline,-36.38730159,-32.62948539,-32.15252735,-33.36214673
30,New Mexico,transit_stations_percent_change_from_baseline,-36.37142857,-32.45762873,-31.94396254,-33.24585244
31,New Mexico,transit_stations_percent_change_from_baseline,-35.8952381,-32.28577206,-31.73734766,-33.12183381
32,New Mexico,transit_stations_percent_change_from_baseline,-35.46666667,-32.1139154,-31.53266449,-32.9903249
33,New Mexico,transit_stations_percent_change_from_baseline,-34.03809524,-31.94205874,-31.32989496,-32.85155979
34,New Mexico,transit_stations_percent_change_from_baseline,-33.07142857,-31.77020208,-31.1290212,-32.70577255
35,New Mexico,transit_stations_percent_change_from_baseline,-32.86507937,-31.59834541,-30.93002547,-32.55319725
36,New Mexico,transit_stations_percent_change_from_baseline,-32.99206349,-31.42648875,-30.73289021,-32.39406796
37,New Mexico,transit_stations_percent_change_from_baseline,-32.86507937,-31.25463209,-30.53759803,-32.22861876
38,New Mexico,transit_stations_percent_change_from_baseline,-32.70634921,-31.08277543,-30.3441317,-32.05708371
39,New Mexico,transit_stations_percent_change_from_baseline,-32.61111111,-30.91091876,-30.15247415,-31.87969688
40,New Mexico,transit_stations_percent_change_from_baseline,-32.27437642,-30.7390621,-29.96260847,-31.69669234
41,New Mexico,transit_stations_percent_change_from_baseline,-32.29024943,-30.56720544,-29.7745179,-31.50830418
42,New Mexico,transit_stations_percent_change_from_baseline,-31.861678,-30.39534877,-29.58818585,-31.31476645
43,New Mexico,transit_stations_percent_change_from_baseline,-31.67120181,-30.22349211,-29.40359588,-31.11631323
44,New Mexico,transit_stations_percent_change_from_baseline,-31.49659864,-30.05163545,-29.2207317,-30.91317859
45,New Mexico,transit_stations_percent_change_from_baseline,-31.48072562,-29.87977879,-29.03957718,-30.70559659
46,New Mexico,transit_stations_percent_change_from_baseline,-31.0521542,-29.70792212,-28.86011632,-30.49380132
47,New Mexico,transit_stations_percent_change_from_baseline,-29.78684807,-29.53606546,-28.68233331,-30.27802685
48,New Mexico,transit_stations_percent_change_from_baseline,-28.92970522,-29.3642088,-28.50621244,-30.05850723
49,New Mexico,transit_stations_percent_change_from_baseline,-28.37414966,-29.19235214,-28.33173819,-29.83547655
50,New Mexico,transit_stations_percent_change_from_baseline,-27.75510204,-29.02049547,-28.15889514,-29.60916888
51,New Mexico,transit_stations_percent_change_from_baseline,-27.04280045,-28.84863881,-27.98766807,-29.37981828
52,New Mexico,transit_stations_percent_change_from_baseline,-26.40787982,-28.67678215,-27.81804185,-29.14765883
53,New Mexico,transit_stations_percent_change_from_baseline,-25.55073696,-28.50492549,-27.65000152,-28.9129246
54,New Mexico,transit_stations_percent_change_from_baseline,-25.47420635,-28.33306882,-27.48353225,-28.67584966
55,New Mexico,transit_stations_percent_change_from_baseline,-25.87103175,-28.16121216,-27.31861936,-28.43666808
56,New Mexico,transit_stations_percent_change_from_baseline,-25.75992063,-27.9893555,-27.15524829,-28.19561393
57,New Mexico,transit_stations_percent_change_from_baseline,-25.56944444,-27.81749884,-26.99340463,-27.95292129
58,New Mexico,transit_stations_percent_change_from_baseline,-26.02777778,-27.64564217,-26.8330741,-27.70882422
59,New Mexico,transit_stations_percent_change_from_baseline,-26.45634921,-27.47378551,-26.67424254,-27.46355679
60,New Mexico,transit_stations_percent_change_from_baseline,-27.05952381,-27.30192885,-26.51689596,-27.21735308
61,New Mexico,transit_stations_percent_change_from_baseline,-27.68452381,-27.13007219,-26.36102046,-26.97044716
62,New Mexico,transit_stations_percent_change_from_baseline,-27.83134921,-26.95821552,-26.20660229,-26.72307309
63,New Mexico,transit_stations_percent_change_from_baseline,-27.91071429,-26.78635886,-26.05362782,-26.47546495
64,New Mexico,transit_stations_percent_change_from_baseline,-27.73611111,-26.6145022,-25.90208356,-26.22785681
65,New Mexico,transit_stations_percent_change_from_baseline,-27.03769841,-26.44264553,-25.75195614,-25.98048275
66,New Mexico,transit_stations_percent_change_from_baseline,-25.75198413,-26.27078887,-25.6032323,-25.73357682
67,New Mexico,transit_stations_percent_change_from_baseline,-25.41865079,-26.09893221,-25.45589893,-25.48737311
68,New Mexico,transit_stations_percent_change_from_baseline,-24.88293651,-25.92707555,-25.30994303,-25.24210569
69,New Mexico,transit_stations_percent_change_from_baseline,-26.75793651,-25.75521888,-25.16535172,-24.99800861
70,New Mexico,transit_stations_percent_change_from_baseline,-27.36111111,-25.58336222,-25.02211224,-24.75531597
71,New Mexico,transit_stations_percent_change_from_baseline,-27.31349206,-25.41150556,-24.88021194,-24.51426182
72,New Mexico,transit_stations_percent_change_from_baseline,-27.23412698,-25.2396489,-24.73963832,-24.27508024
73,New Mexico,transit_stations_percent_change_from_baseline,-27.77380952,-25.06779223,-24.60037897,-24.0380053
74,New Mexico,transit_stations_percent_change_from_baseline,-27.66269841,-24.89593557,-24.4624216,-23.80327107
75,New Mexico,transit_stations_percent_change_from_baseline,-27.03769841,-24.72407891,-24.32575403,-23.57111162
76,New Mexico,transit_stations_percent_change_from_baseline,-23.79365079,-24.55222225,-24.19036422,-23.34176102
77,New Mexico,transit_stations_percent_change_from_baseline,-22.64285714,-24.38036558,-24.0562402,-23.11545335
78,New Mexico,transit_stations_percent_change_from_baseline,-22.1031746,-24.20850892,-23.92337016,-22.89242267
79,New Mexico,transit_stations_percent_change_from_baseline,-21.84920635,-24.03665226,-23.79174236,-22.67290306
80,New Mexico,transit_stations_percent_change_from_baseline,-21.26190476,-23.8647956,-23.66134519,-22.45712858
81,New Mexico,transit_stations_percent_change_from_baseline,-20.95714286,-23.69293893,-23.53216714,-22.24533331
82,New Mexico,transit_stations_percent_change_from_baseline,-20.95714286,-23.52108227,-23.40419682,-22.03775132
83,New Mexico,transit_stations_percent_change_from_baseline,-21.43333333,-23.34922561,-23.27742294,-21.83461668
84,New Mexico,transit_stations_percent_change_from_baseline,-21.32619048,-23.17736895,-23.1518343,-21.63616345
85,New Mexico,transit_stations_percent_change_from_baseline,-21.77063492,-23.00551228,-23.02741984,-21.44262573
86,New Mexico,transit_stations_percent_change_from_baseline,-21.96111111,-22.83365562,-22.90416856,-21.25423756
87,New Mexico,transit_stations_percent_change_from_baseline,-21.81825397,-22.66179896,-22.7820696,-21.07123303
88,New Mexico,transit_stations_percent_change_from_baseline,-21.25396825,-22.48994229,-22.66111219,-20.8938462
89,New Mexico,transit_stations_percent_change_from_baseline,-20.80498866,-22.31808563,-22.54128564,-20.72231114
90,New Mexico,transit_stations_percent_change_from_baseline,-20.67998866,-22.14622897,-22.42257939,-20.55686194
91,New Mexico,transit_stations_percent_change_from_baseline,-20.78713152,-21.97437231,-22.30498296,-20.39773265
92,New Mexico,transit_stations_percent_change_from_baseline,-20.21570295,-21.80251564,-22.18848597,-20.24515735
93,New Mexico,transit_stations_percent_change_from_baseline,-19.37443311,-21.63065898,-22.07307816,-20.09937011
94,New Mexico,transit_stations_percent_change_from_baseline,-19.23157596,-21.45880232,-21.95874933,-19.960605
95,New Mexico,transit_stations_percent_change_from_baseline,-18.84665533,-21.28694566,-21.84548939,-19.8290961
96,New Mexico,transit_stations_percent_change_from_baseline,-18.94642857,-21.11508899,-21.73328836,-19.70507746
97,New Mexico,transit_stations_percent_change_from_baseline,-18.30952381,-20.94323233,-21.62213634,-19.58878317
98,New Mexico,transit_stations_percent_change_from_baseline,-18.07738095,-20.77137567,-21.51202351,-19.4804473
99,New Mexico,transit_stations_percent_change_from_baseline,-18.45833333,-20.59951901,-21.40294015,-19.38030391
100,New Mexico,transit_stations_percent_change_from_baseline,-18.90277778,-20.42766234,-21.29487666,-19.28858708
101,New Mexico,transit_stations_percent_change_from_baseline,-18.99801587,-20.25580568,-21.18782348,-19.20553087
102,New Mexico,transit_stations_percent_change_from_baseline,-18.74404762,-20.08394902,-21.08177118,-19.13136937
103,New Mexico,transit_stations_percent_change_from_baseline,-18.47420635,-19.91209236,-20.97671039,-19.06633664
104,New Mexico,transit_stations_percent_change_from_baseline,-18.34722222,-19.74023569,-20.87263186,-19.01066674
105,New Mexico,transit_stations_percent_change_from_baseline,-18.27579365,-19.56837903,-20.76952638,-18.96459376
106,New Mexico,transit_stations_percent_change_from_baseline,-17.48214286,-19.39652237,-20.66738487,-18.92835176
107,New Mexico,transit_stations_percent_change_from_baseline,-16.83333333,-19.22466571,-20.56619832,-18.90217482
108,New Mexico,transit_stations_percent_change_from_baseline,-17.02380952,-19.05280904,-20.46595779,-18.886297
109,New Mexico,transit_stations_percent_change_from_baseline,-18.88095238,-18.88095238,-20.36665444,-18.88095238
110,New Mexico,transit_stations_percent_change_from_baseline,-18.54761905,-18.70909572,-20.26827951,-18.88095238
111,New Mexico,transit_stations_percent_change_from_baseline,-19.11904762,-18.53723905,-20.17082432,-18.88095238
112,New Mexico,transit_stations_percent_change_from_baseline,-19.60119048,-18.36538239,-20.07428026,-18.88095238
113,New Mexico,transit_stations_percent_change_from_baseline,-20.53769841,-18.19352573,-19.97863883,-18.88095238
114,New Mexico,transit_stations_percent_change_from_baseline,-21.53571429,-18.02166907,-19.88389158,-18.88095238
115,New Mexico,transit_stations_percent_change_from_baseline,-21.85714286,-17.8498124,-19.79003016,-18.88095238
116,New Mexico,transit_stations_percent_change_from_baseline,-20.82539683,-17.67795574,-19.69704627,-18.88095238
117,New Mexico,transit_stations_percent_change_from_baseline,-21.67573696,-17.50609908,-19.60493172,-18.88095238
118,New Mexico,transit_stations_percent_change_from_baseline,-21.56462585,-17.33424242,-19.51367838,-18.88095238
119,New Mexico,transit_stations_percent_change_from_baseline,-21.93962585,-17.16238575,-19.42327819,-18.88095238
120,New Mexico,transit_stations_percent_change_from_baseline,-22.22534014,-16.99052909,-19.33372319,-18.88095238
121,New Mexico,transit_stations_percent_change_from_baseline,-22.32057823,-16.81867243,-19.24500546,-18.88095238
122,New Mexico,transit_stations_percent_change_from_baseline,-22.36422902,-16.64681577,-19.15711719,-18.88095238
123,New Mexico,transit_stations_percent_change_from_baseline,-22.36422902,-16.4749591,-19.07005061,-18.88095238
124,New Mexico,transit_stations_percent_change_from_baseline,-22.0989229,-16.30310244,-18.98379804,-18.88095238
125,New Mexico,transit_stations_percent_change_from_baseline,-22.00963719,-16.13124578,-18.89835187,-18.88095238
126,New Mexico,transit_stations_percent_change_from_baseline,-21.8489229,-15.95938912,-18.81370457,-18.88095238
127,New Mexico,transit_stations_percent_change_from_baseline,-21.61678005,-15.78753245,-18.72984867,-18.88095238
128,New Mexico,transit_stations_percent_change_from_baseline,-21.07709751,-15.61567579,-18.64677676,-18.88095238
129,New Mexico,transit_stations_percent_change_from_baseline,-20.80725624,-15.44381913,-18.56448151,-18.88095238
0,New York,transit_stations_percent_change_from_baseline,0.524661343,0,3.502671912,0
1,New York,transit_stations_percent_change_from_baseline,-2.295214434,-3.183746916,-1.710559861,-0.472037345
2,New York,transit_stations_percent_change_from_baseline,-5.867261434,-6.367493832,-6.64902942,-1.819489401
3,New York,transit_stations_percent_change_from_baseline,-9.616612084,-9.551240749,-11.32721805,-3.939366203
4,New York,transit_stations_percent_change_from_baseline,-13.53470732,-12.73498766,-15.75884379,-6.728677785
5,New York,transit_stations_percent_change_from_baseline,-17.85704498,-15.91873458,-19.95690168,-10.08443418
6,New York,transit_stations_percent_change_from_baseline,-22.67635611,-19.1024815,-23.93370188,-13.90364542
7,New York,transit_stations_percent_change_from_baseline,-26.87111801,-22.28622841,-27.70090571,-18.08332155
8,New York,transit_stations_percent_change_from_baseline,-31.01870748,-25.46997533,-31.2695599,-22.52047259
9,New York,transit_stations_percent_change_from_baseline,-35.69403216,-28.65372225,-34.65012898,-27.11210857
